step,fitness,genome
0,24.464352696772128,[5.13333004 5.26296435]
0,1.2353264891492868,[1.95124103 4.29146353]
0,1.2353264891492868,[1.95124103 4.29146353]
0,38.68097421689378,[-5.13526433 -8.33944054]
0,38.68097421689378,[-5.13526433 -8.33944054]
0,11.94765673712244,[3.4639938  5.21295619]
0,9.772066352121485,[-1.26179136 -4.45547742]
0,8.254562601307503,[-1.66817001  1.71025205]
0,23.224901689595516,[-3.65539321  4.30469448]
0,1.0972935264095165,[1.46288348 0.66157967]
0,11.94765673712244,[3.4639938  5.21295619]
0,88.44685489774565,[ 7.65109488 -1.49648048]
0,23.224901689595516,[-3.65539321  4.30469448]
0,9.772066352121485,[-1.26179136 -4.45547742]
0,4.766927134906285,[ 2.44368163 -7.80498676]
0,23.224901689595516,[-3.65539321  4.30469448]
0,1.2353264891492868,[1.95124103 4.29146353]
0,11.94765673712244,[3.4639938  5.21295619]
0,38.68097421689378,[-5.13526433 -8.33944054]
0,11.94765673712244,[3.4639938  5.21295619]
0,24.464352696772128,[5.13333004 5.26296435]
0,1.0972935264095165,[1.46288348 0.66157967]
0,28.688436824573667,[ 6.33202811 -6.98988178]
0,9.772066352121485,[-1.26179136 -4.45547742]
0,8.254562601307503,[-1.66817001  1.71025205]
step,fitness,genome
1,1.2353264891492868,[1.95124103 4.29146353]
1,9.772066352121485,[-1.26179136 -4.45547742]
1,1.2353264891492868,[1.95124103 4.29146353]
1,8.254562601307503,[-1.66817001  1.71025205]
1,4.766927134906285,[ 2.44368163 -7.80498676]
1,8.254562601307503,[-1.66817001  1.71025205]
1,28.688436824573667,[ 6.33202811 -6.98988178]
1,11.94765673712244,[3.4639938  5.21295619]
1,23.224901689595516,[-3.65539321  4.30469448]
1,1.2353264891492868,[1.95124103 4.29146353]
1,1.2353264891492868,[1.95124103 4.29146353]
1,1.2353264891492868,[1.95124103 4.29146353]
1,1.0972935264095165,[1.46288348 0.66157967]
1,1.2353264891492868,[1.95124103 4.29146353]
1,8.254562601307503,[-1.66817001  1.71025205]
1,1.2353264891492868,[1.95124103 4.29146353]
1,4.766927134906285,[ 2.44368163 -7.80498676]
1,1.0972935264095165,[1.46288348 0.66157967]
1,1.0972935264095165,[1.46288348 0.66157967]
1,1.0972935264095165,[1.46288348 0.66157967]
1,11.94765673712244,[3.4639938  5.21295619]
1,8.254562601307503,[-1.66817001  1.71025205]
1,1.0972935264095165,[1.46288348 0.66157967]
1,1.2353264891492868,[1.95124103 4.29146353]
1,1.0972935264095165,[1.46288348 0.66157967]
step,fitness,genome
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.2353264891492868,[1.95124103 4.29146353]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.2353264891492868,[1.95124103 4.29146353]
2,1.0972935264095165,[1.46288348 0.66157967]
2,1.0972935264095165,[1.46288348 0.66157967]
