step,fitness,genome
0,0.49999661906440945,[71.19632907 60.86833664]
0,0.4999988551888025,[89.12655385 27.4433123 ]
0,0.4999933769872415,[-3.36133644 83.85899656]
0,0.49982429354168856,[-3.30336851 39.64892522]
0,0.4999432581936812,[53.96444758  7.08628116]
0,0.5000011987837004,[98.49422264  5.67359452]
0,0.4999952534072075,[-34.81911224  93.21573844]
0,0.5000078601158735,[85.31862001 25.2246405 ]
0,0.500020116413313,[-62.70134195 -27.2198781 ]
0,0.49983673289482144,[-16.79645846  13.0925035 ]
0,0.49999563539501174,[-82.47793384 -29.20530698]
0,0.499995886536289,[85.69085865 56.78109019]
0,0.5002956224358494,[-11.9940261   25.75272469]
0,0.49999787772449783,[78.42574959 91.97764534]
0,0.5000016540559301,[-96.25347497 -85.08672493]
0,0.499920235490328,[ 10.55149111 -47.00691056]
0,0.5000003544505126,[ 75.62190577 -76.0926859 ]
0,0.49996428773961166,[-10.40678058  56.92793434]
0,0.49996671248265967,[-16.67389055  43.46296448]
0,0.499995886536289,[85.69085865 56.78109019]
0,0.4999973302828525,[-80.07653843  84.13316077]
0,0.5000016540559301,[-96.25347497 -85.08672493]
0,0.49999574805914676,[ 40.02862772 -93.52037099]
0,0.4999742010224431,[ 56.42109782 -31.72436478]
0,0.4995848889074774,[ -6.92479289 -28.21560264]
0,0.4994103092484905,[ -2.83512968 -24.41470972]
0,0.49998841813149975,[ 57.74874834 -46.74920909]
0,0.4999432581936812,[53.96444758  7.08628116]
0,0.5000024712651551,[98.22290947 57.96664896]
0,0.499777906953913,[-18.9384957   30.59991539]
0,0.49987163760610526,[-26.42046304 -35.18888978]
0,0.4999539471017395,[ 53.34965591 -20.96839459]
0,0.49999143392741796,[54.17219805 39.67001217]
0,0.5000033448386617,[-67.37159998 -80.84002885]
0,0.4995848889074774,[ -6.92479289 -28.21560264]
0,0.49996671248265967,[-16.67389055  43.46296448]
0,0.4994103092484905,[ -2.83512968 -24.41470972]
0,0.49998841813149975,[ 57.74874834 -46.74920909]
0,0.4999982838982753,[-59.17322479 -71.77368685]
0,0.4995848889074774,[ -6.92479289 -28.21560264]
0,0.49389544812191216,[  4.53894822 -14.14680318]
0,0.49773651905883937,[ -3.93164442 -20.59400739]
0,0.5000039935320063,[-85.62361442  57.95748241]
0,0.49999969496702257,[ 98.53552388 -95.22440633]
0,0.49995233201997547,[ 27.97113992 -41.63923522]
0,0.4999988551888025,[89.12655385 27.4433123 ]
0,0.4999937205315424,[-90.30910822  15.96458481]
0,0.5000060774883267,[ 29.19682537 -74.9620113 ]
0,0.49987163760610526,[-26.42046304 -35.18888978]
0,0.5000008729849418,[78.73884124 44.12405393]
0,0.5000084407162059,[-53.12817614  44.44500035]
0,0.5000011987837004,[98.49422264  5.67359452]
0,0.49996428773961166,[-10.40678058  56.92793434]
0,0.4998535558022487,[41.61064272 -0.42310882]
0,0.4998535558022487,[41.61064272 -0.42310882]
0,0.4999742010224431,[ 56.42109782 -31.72436478]
0,0.49987163760610526,[-26.42046304 -35.18888978]
0,0.5000041793939968,[27.95072592 97.08548927]
0,0.5000019131900091,[ 78.73884124 -24.41470972]
0,0.4999364045288779,[-2.83512968 44.12405393]
0,0.5000024712651551,[98.22290947 57.96664896]
0,0.4999715922904997,[ 33.70719641 -50.59306004]
0,0.49389544812191216,[  4.53894822 -14.14680318]
0,0.49999897110676805,[-77.27480219  84.05519646]
0,0.4999742010224431,[ 56.42109782 -31.72436478]
0,0.4994103092484905,[ -2.83512968 -24.41470972]
0,0.5000060774883267,[ 29.19682537 -74.9620113 ]
0,0.49999576612620833,[-19.08936066 -65.47945988]
0,0.5000147191267278,[70.76881856 13.0925035 ]
0,0.49999853640963526,[-62.70134195 -60.20202364]
0,0.49987163760610526,[-26.42046304 -35.18888978]
0,0.49987163760610526,[-26.42046304 -35.18888978]
0,0.4999539471017395,[ 53.34965591 -20.96839459]
0,0.49999574805914676,[ 40.02862772 -93.52037099]
0,0.49999576612620833,[-19.08936066 -65.47945988]
0,0.4999980753503086,[-63.4609944   76.90776788]
0,0.5000289960992905,[-27.56912596 -50.26684532]
0,0.49999188285841517,[-77.18753117  -7.43868773]
0,0.49953833333565933,[-16.79645846 -27.2198781 ]
0,0.4995848889074774,[ -6.92479289 -28.21560264]
0,0.4995848889074774,[ -6.92479289 -28.21560264]
0,0.49999369079774525,[  4.4574364  -77.14041453]
0,0.49389544812191216,[  4.53894822 -14.14680318]
0,0.49996428773961166,[-10.40678058  56.92793434]
0,0.5000016953985668,[ 59.37106248 -79.39170738]
0,0.49999563539501174,[-82.47793384 -29.20530698]
0,0.4999973302828525,[-80.07653843  84.13316077]
0,0.5000003544505126,[ 75.62190577 -76.0926859 ]
0,0.5000008729849418,[78.73884124 44.12405393]
0,0.499920235490328,[ 10.55149111 -47.00691056]
0,0.49998841813149975,[ 57.74874834 -46.74920909]
0,0.4999432581936812,[53.96444758  7.08628116]
0,0.49999916388136517,[ 81.27286271 -41.46533868]
0,0.4999742010224431,[ 56.42109782 -31.72436478]
0,0.499991609101909,[ 83.41546854 -19.40942984]
0,0.5000034226337561,[-85.76545345  54.28504809]
0,0.4999715922904997,[ 33.70719641 -50.59306004]
0,0.49999563539501174,[-82.47793384 -29.20530698]
0,0.49987163760610526,[-26.42046304 -35.18888978]
0,0.4994103092484905,[ -2.83512968 -24.41470972]
step,fitness,genome
1,0.49998841813149975,[ 57.74874834 -46.74920909]
1,0.4998535558022487,[41.61064272 -0.42310882]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.4999364045288779,[-2.83512968 44.12405393]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
1,0.4999715922904997,[ 33.70719641 -50.59306004]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49389544812191216,[  4.53894822 -14.14680318]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.4998828396387683,[-26.42046304  30.59991539]
1,0.4998051786808754,[-18.9384957  -35.18888978]
1,0.4999364045288779,[-2.83512968 44.12405393]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49954087463820407,[  4.53894822 -28.21560264]
1,0.5074358805979955,[ -6.92479289 -14.14680318]
1,0.4999539471017395,[ 53.34965591 -20.96839459]
1,0.49999188285841517,[-77.18753117  -7.43868773]
1,0.5000291725252375,[-62.70134195   7.08628116]
1,0.5000052808060468,[ 53.96444758 -60.20202364]
1,0.4999432581936812,[53.96444758  7.08628116]
1,0.49389544812191216,[  4.53894822 -14.14680318]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.49389544812191216,[  4.53894822 -14.14680318]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.4999873552689336,[ 53.34965591 -35.18888978]
1,0.4999778565096805,[-26.42046304 -20.96839459]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.49999563539501174,[-82.47793384 -29.20530698]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4999539471017395,[ 53.34965591 -20.96839459]
1,0.4999539471017395,[ 53.34965591 -20.96839459]
1,0.4999432581936812,[53.96444758  7.08628116]
1,0.49983673289482144,[-16.79645846  13.0925035 ]
1,0.4999539471017395,[ 53.34965591 -20.96839459]
1,0.4999432581936812,[53.96444758  7.08628116]
1,0.499920235490328,[ 10.55149111 -47.00691056]
1,0.49311266007848603,[ -2.83512968 -14.14680318]
1,0.4994394302430066,[  4.53894822 -24.41470972]
1,0.4994103092484905,[ -2.83512968 -24.41470972]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49983673289482144,[-16.79645846  13.0925035 ]
1,0.499777906953913,[-18.9384957   30.59991539]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49996671248265967,[-16.67389055  43.46296448]
1,0.49999853640963526,[-62.70134195 -60.20202364]
1,0.4998535558022487,[41.61064272 -0.42310882]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.49953833333565933,[-16.79645846 -27.2198781 ]
1,0.4999715922904997,[ 33.70719641 -50.59306004]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4999432581936812,[53.96444758  7.08628116]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4994103092484905,[ -2.83512968 -24.41470972]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4998535558022487,[41.61064272 -0.42310882]
1,0.49996671248265967,[-16.67389055  43.46296448]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.49996671248265967,[-16.67389055  43.46296448]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.501123411881897,[  4.4574364  -24.41470972]
1,0.5000118844171986,[ -2.83512968 -77.14041453]
1,0.5000323553536964,[-18.9384957   56.92793434]
1,0.5004042829926015,[-10.40678058  30.59991539]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
1,0.4999933769872415,[-3.36133644 83.85899656]
1,0.49389544812191216,[  4.53894822 -14.14680318]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.5002641750087691,[  4.53894822 -35.18888978]
1,0.5006176326441307,[-26.42046304 -14.14680318]
1,0.49996428773961166,[-10.40678058  56.92793434]
1,0.4999937205315424,[-90.30910822  15.96458481]
1,0.49982429354168856,[-3.30336851 39.64892522]
1,0.4994103092484905,[ -2.83512968 -24.41470972]
1,0.4994014789397082,[ 10.55149111 -28.21560264]
1,0.4999170182339962,[ -6.92479289 -47.00691056]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.4999539471017395,[ 53.34965591 -20.96839459]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4999432581936812,[53.96444758  7.08628116]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4999715922904997,[ 33.70719641 -50.59306004]
1,0.4998535558022487,[41.61064272 -0.42310882]
1,0.4999539471017395,[ 53.34965591 -20.96839459]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
1,0.4995848889074774,[ -6.92479289 -28.21560264]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.49987163760610526,[-26.42046304 -35.18888978]
1,0.4999742010224431,[ 56.42109782 -31.72436478]
step,fitness,genome
2,0.4995848889074774,[ -6.92479289 -28.21560264]
2,0.49311266007848603,[ -2.83512968 -14.14680318]
2,0.49311266007848603,[ -2.83512968 -14.14680318]
