step,fitness,genome
0,2.6061798521226365,[7.41585681 8.21960556]
0,11.122723541269854,[ 0.86460552 -5.73406324]
0,4.413576598375805,[-9.86568709 -7.50145259]
0,14.527984566670646,[0.63243323 8.05490869]
0,2.754593043727297,[8.32627137 8.26815104]
0,2.754593043727297,[8.32627137 8.26815104]
0,3.792568394384382,[-9.23816694 -9.92824911]
0,0.756312422457718,[-1.5921698  -3.06151593]
0,27.46372096687609,[ 1.76183306 -8.62896029]
0,3.8940564788706737,[-8.53544301 -9.92824911]
0,11.139114527368868,[-9.86568709 -3.77344432]
0,2.273555543477716,[-6.27617787 -7.50145259]
0,2.754593043727297,[8.32627137 8.26815104]
0,1.9188113417886785,[4.00308358 1.45695634]
0,2.6061798521226365,[7.41585681 8.21960556]
0,1.1688555399870157,[-5.2455829  -4.19003102]
0,1.54208227210985,[4.74706977 5.99360358]
0,0.2690393681126646,[-2.56708958 -2.12483086]
0,0.03914538065792614,[0.81174888 0.51890835]
0,13.245459147820018,[-0.97931879 -8.03155279]
0,0.33138104403297053,[-1.57119265 -2.40393437]
0,1.0863710398315085,[5.03763928 5.30146283]
0,0.2690393681126646,[-2.56708958 -2.12483086]
0,3.27002809148005,[-7.59267887 -9.02086575]
0,0.2690393681126646,[-2.56708958 -2.12483086]
0,2.468903232220074,[3.17859723 0.10545334]
0,0.03914538065792614,[0.81174888 0.51890835]
0,1.1688555399870157,[-5.2455829  -4.19003102]
0,5.021110476016219,[ 1.4078302  -3.06151593]
0,2.283454574750433,[7.5581264  7.55295527]
0,5.0075452076568965,[-9.84764546 -6.8733327 ]
0,2.907671930261454,[-7.80030441 -5.72290119]
0,0.33138104403297053,[-1.57119265 -2.40393437]
0,12.553370002026545,[-2.2905593  -9.00682635]
0,6.012086203888305,[5.03940574 9.05251606]
0,0.33138104403297053,[-1.57119265 -2.40393437]
0,5.531918233765005,[-8.90509734 -5.13047383]
0,0.3610195972932604,[1.87813439 2.66464793]
0,6.012086203888305,[5.03940574 9.05251606]
0,3.27002809148005,[-7.59267887 -9.02086575]
0,0.756312422457718,[-1.5921698  -3.06151593]
0,1.9188113417886785,[4.00308358 1.45695634]
0,2.163895947907129,[7.42554651 6.44684818]
0,3.6819860115370107,[ 1.42880735 -2.40393437]
0,0.03914538065792614,[0.81174888 0.51890835]
0,0.03914538065792614,[0.81174888 0.51890835]
0,58.93125745950789,[-7.80030441  7.55295527]
0,44.130103930174776,[ 7.5581264  -5.72290119]
0,0.03914538065792614,[0.81174888 0.51890835]
0,0.2690393681126646,[-2.56708958 -2.12483086]
0,0.03914538065792614,[0.81174888 0.51890835]
0,3.7346651492090093,[-6.69894322 -3.40413296]
0,0.2690393681126646,[-2.56708958 -2.12483086]
0,0.33138104403297053,[-1.57119265 -2.40393437]
0,0.03914538065792614,[0.81174888 0.51890835]
0,1.1688555399870157,[-5.2455829  -4.19003102]
0,0.2537656968008908,[-2.56708958 -2.40393437]
0,0.21323471458483167,[-1.57119265 -2.12483086]
0,1.1688555399870157,[-5.2455829  -4.19003102]
0,2.283454574750433,[7.5581264  7.55295527]
0,3.859428939197862,[8.37773176 9.84548296]
0,0.36128899438655815,[ 0.78741743 -0.41238674]
0,1.2286916954248515,[ 1.78741743 -0.41238674]
0,2.754593043727297,[8.32627137 8.26815104]
0,8.95603998743225,[-8.863473   -3.40413296]
0,2.619021803580992,[-6.69894322 -8.03694043]
0,0.9705128959375826,[-1.71911705 -3.40224445]
0,0.9234207180183984,[0.87813439 2.66464793]
0,2.9483537769895847,[-8.53544301 -8.62896029]
0,1.9188113417886785,[4.00308358 1.45695634]
0,27.766431031753662,[ 1.40732113 -9.02086575]
0,1.1688555399870157,[-5.2455829  -4.19003102]
0,0.034641099997532565,[0.83185325 0.94356633]
0,0.2690393681126646,[-2.56708958 -2.12483086]
0,1.54208227210985,[4.74706977 5.99360358]
step,fitness,genome
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,1.1688555399870157,[-5.2455829  -4.19003102]
1,0.756312422457718,[-1.5921698  -3.06151593]
1,0.034641099997532565,[0.83185325 0.94356633]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.33138104403297053,[-1.57119265 -2.40393437]
1,0.47217879035346755,[1.81174888 0.51890835]
1,0.034641099997532565,[0.83185325 0.94356633]
1,0.47217879035346755,[1.81174888 0.51890835]
1,7.422606516471173,[-5.2455829   0.10545334]
1,13.584400578504171,[ 3.17859723 -4.19003102]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.034641099997532565,[0.83185325 0.94356633]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.2537656968008908,[-2.56708958 -2.40393437]
1,0.03914538065792614,[0.81174888 0.51890835]
1,1.2286916954248515,[ 1.78741743 -0.41238674]
1,0.2537656968008908,[-2.56708958 -2.40393437]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.034641099997532565,[0.83185325 0.94356633]
1,0.33138104403297053,[-1.57119265 -2.40393437]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,2.387208381381642,[-1.57119265  1.51890835]
1,2.610505244697914,[ 0.81174888 -2.40393437]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.33138104403297053,[-1.57119265 -2.40393437]
1,0.33138104403297053,[-1.57119265 -2.40393437]
1,0.3610195972932604,[1.87813439 2.66464793]
1,0.756312422457718,[-1.5921698  -3.06151593]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,1.2286916954248515,[ 1.78741743 -0.41238674]
1,0.47217879035346755,[1.81174888 0.51890835]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.33138104403297053,[-1.57119265 -2.40393437]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.034641099997532565,[0.83185325 0.94356633]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.21323471458483167,[-1.57119265 -2.12483086]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
1,2.9909122234487717,[-2.56708958  0.87516914]
1,5.021110476016219,[ 1.4078302  -3.06151593]
1,1.1688555399870157,[-5.2455829  -4.19003102]
1,1.1688555399870157,[-5.2455829  -4.19003102]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.21323471458483167,[-1.57119265 -2.12483086]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.756312422457718,[-1.5921698  -3.06151593]
1,0.034641099997532565,[0.83185325 0.94356633]
1,2.610505244697914,[ 0.81174888 -2.40393437]
1,1.103203568218316,[-1.57119265  0.51890835]
1,0.9234207180183984,[0.87813439 2.66464793]
1,0.756312422457718,[-1.5921698  -3.06151593]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.2690393681126646,[-2.56708958 -2.12483086]
1,0.03914538065792614,[0.81174888 0.51890835]
1,0.03914538065792614,[0.81174888 0.51890835]
step,fitness,genome
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.33138104403297053,[-1.57119265 -2.40393437]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.21323471458483167,[-1.57119265 -2.12483086]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.1732719782229828,[0.83185325 1.51890835]
2,0.03515527501433352,[0.81174888 0.94356633]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.034641099997532565,[0.83185325 0.94356633]
2,0.3860060317829097,[0.83185325 1.94356633]
2,0.03914538065792614,[0.81174888 0.51890835]
2,0.04272919680894258,[0.83185325 0.51890835]
2,0.03515527501433352,[0.81174888 0.94356633]
2,0.03515527501433352,[0.81174888 0.94356633]
2,0.04272919680894258,[0.83185325 0.51890835]
2,0.03914538065792614,[0.81174888 0.51890835]
